,date,genres,name,platform,score
2791,"September 25, 2008",RPG,Rhapsody: A Musical Adventure,Nintendo DS,6.6
2792,"September 26, 2008",Puzzle,Line Rider,iPhone,7.0
2793,"September 26, 2008","Action, Adventure",Bugdom II,iPhone,7.5
2794,"September 26, 2008",Simulation,SimCity Creator,Wii,5.9
2795,"September 26, 2008",Party,Carnival Games,Nintendo DS,6.5
2796,"September 26, 2008",Strategy,Sid Meier's Civilization IV: Colonization,PC,8.7
2797,"September 26, 2008",Shooter,Brothers in Arms: Hell's Highway (Limited Edition),PlayStation 3,7.6
2798,"September 26, 2008",Shooter,Brothers in Arms: Hell's Highway (Limited Edition),Xbox 360,7.6
2799,"September 29, 2008","Flight, Action",Rebel Raiders: Operation NightHawk,Wii,4.0
2800,"September 29, 2008","Action, Simulation",Dark Horizon,PC,6.0
2801,"September 29, 2008",Action,Bomberman Blast,Wii,8.1
2802,"September 29, 2008",Action,Super Turrican 2,Wii,7.5
2803,"September 29, 2008",Action,Art Style: Orbient,Wii,8.5
2804,"September 30, 2008","Racing, Simulation",Forza Motorsport 2 (Platinum Hits),Xbox 360,8.9
2805,"September 30, 2008",Fighting,Samurai Shodown II,Wii,8.5
2806,"September 30, 2008",Racing,Ford Racing Off Road,PC,3.5
2807,"September 30, 2008",Adventure,Silent Hill: Homecoming,Xbox 360,6.7
2808,"September 30, 2008",Adventure,Silent Hill: Homecoming,PlayStation 3,6.7
2809,"September 30, 2008",RPG,King's Bounty: The Legend,PC,8.1
2810,"September 30, 2008",Fighting,Samurai Shodown II,NeoGeo,8.5
2811,"October 1, 2008",Racing,Pure,PC,8.4
2812,"October 1, 2008",Fighting,Art of Fighting 2,NeoGeo,5.0
2813,"October 1, 2008",Strategy,Kharkov: Disaster on the Donets,PC,7.9
2814,"October 1, 2008",Strategy,Operation Mania,PC,7.1
2815,"October 1, 2008",Simulation,SimCity Creator,Nintendo DS,6.0
2816,"October 1, 2008",Fighting,Art of Fighting 2,Wii,5.0
2817,"October 2, 2008",Action,Fracture,Xbox 360,5.9
2818,"October 2, 2008",Action,Fracture,PlayStation 3,5.9
2819,"October 2, 2008",Shooter,War World,Xbox 360,5.0
2820,"October 3, 2008",Simulation,The Sims 2: Apartment Pets,Nintendo DS,4.5
2821,"October 3, 2008",Simulation,Pop Cutie! Street Fashion Simulation,Nintendo DS,7.5
2822,"October 3, 2008",Puzzle,Line Rider 2: Unbound,Wii,7.8
2823,"October 3, 2008",Action,CellZenith,PC,5.7
2824,"October 3, 2008",RPG,Valhalla Knights 2,PlayStation Portable,5.0
2825,"October 6, 2008",Sports,NBA 2K9,PlayStation 3,8.5
2826,"October 6, 2008","Board, Compilation",Big Bang Board Games,iPhone,4.5
2827,"October 6, 2008",Sports,Flick Sports: Bowling,iPhone,3.0
2828,"October 6, 2008","Sports, Action",Mario Golf,Wii,8.0
2829,"October 6, 2008",Sports,Midnight Bowling,Wii,4.9
2830,"October 6, 2008",Puzzle,Fleck,iPhone,7.5
2831,"October 6, 2008",,Golden Skull,iPhone,5.0
2832,"October 6, 2008",Sports,NBA 2K9,Xbox 360,8.5
2833,"October 6, 2008","Puzzle, Action",Geon,PlayStation 3,7.5
2834,"October 6, 2008",Puzzle,Madstone,Wii,4.0
2835,"October 6, 2008",Puzzle,IQ boost,iPhone,8.0
2836,"October 6, 2008",Strategy,Reign of Swords,iPhone,8.5
2837,"October 7, 2008",Strategy,Shining Force II,Genesis,9.0
2838,"October 7, 2008",Adventure,Harvest Moon: Tree of Tranquility,Wii,6.5
2839,"October 7, 2008",Sports,NBA Live 09,Xbox 360,6.5
2840,"October 7, 2008","Action, RPG",Spectrobes: Beyond The Portals,Nintendo DS,8.0
2841,"October 7, 2008",RPG,Shining Force II,Wii,9.0
2842,"October 7, 2008",Shooter,Brothers in Arms: Hell's Highway,PC,7.9
2843,"October 7, 2008",Sports,NBA Live 09,PlayStation 3,6.5
2844,"October 7, 2008",Shooter,Brothers in Arms: Hell's Highway (Limited Edition),PC,7.9
2845,"October 7, 2008",Shooter,Brothers in Arms: Double Time,Wii,3.0
2846,"October 8, 2008",Sports,NBA '09: The Inside,PlayStation 3,6.5
2847,"October 8, 2008",Sports,MLB Stickball,Xbox 360,3.0
2848,"October 8, 2008",Action,Shaun the Sheep,Nintendo DS,6.5
2849,"October 8, 2008",,Nancy Drew: The Haunting of Castle Malloy,PC,8.0
2850,"October 8, 2008",Puzzle,Mouse About,iPhone,8.0
2851,"October 8, 2008",Action,Virus,iPhone,7.5
2852,"October 9, 2008",Action,Tenchu: Shadow Assault,Xbox 360,4.7
2853,"October 9, 2008",RPG,Warhammer Online: Age of Reckoning,PC,9.0
2854,"October 9, 2008",Action,Saints Row 2,Xbox 360,8.2
2855,"October 9, 2008",Action,Saints Row 2 (Collector's Edition),Xbox 360,8.2
2856,"October 9, 2008",RPG,Warhammer Online: Age of Reckoning (Collector's Edition),PC,9.0
2857,"October 9, 2008",RPG,Mazes of Fate,Nintendo DS,4.0
2858,"October 9, 2008",Fighting,Bleach: Dark Souls,Nintendo DS,8.5
2859,"October 9, 2008",Action,Saints Row 2,PlayStation 3,8.2
2860,"October 9, 2008",Action,Saints Row 2 (Collector's Edition),PlayStation 3,8.2
2861,"October 9, 2008",Adventure,My Little Pony: Pinkie Pie's Party,Nintendo DS,5.5
2862,"October 10, 2008",Action,Super Breakout,iPhone,6.8
2863,"October 10, 2008",Sports,Supersonic Acrobatic Rocket-Powered Battle-Cars,PlayStation 3,6.5
2864,"October 10, 2008",Racing,Raging Thunder,iPhone,6.0
2865,"October 10, 2008","Action, Adventure",Dead Space,Xbox 360,8.7
2866,"October 10, 2008",Action,Missile Command [1980],iPhone,8.0
2867,"October 10, 2008",Puzzle,World of Goo,Wii,9.5
2868,"October 10, 2008","Action, Adventure",Dead Space,PlayStation 3,8.7
2869,"October 13, 2008",Platformer,LittleBigPlanet,PlayStation 3,9.5
2870,"October 13, 2008",Adventure,So Blonde,PC,6.8
2871,"October 13, 2008","Educational, Productivity",FutureU: The Prep Game for SAT,PC,7.0
2872,"October 13, 2008",Platformer,Kroll,iPhone,7.0
2873,"October 13, 2008",Action,Action Blox,iPhone,6.4
2874,"October 13, 2008","Action, RPG",Secret of Mana [1993],Wii,9.0
2875,"October 13, 2008","Action, RPG",Secret of Mana [1993],Super NES,9.0
2876,"October 14, 2008",Sports,FIFA Soccer 09,Xbox 360,8.6
2877,"October 14, 2008",Sports,FIFA Soccer 09,PlayStation 2,7.1
2878,"October 14, 2008",Sports,NBA Live 09 All-Play,Wii,5.4
2879,"October 14, 2008",Fighting,Street Fighter II: Special Champion Edition,Wii,7.0
2880,"October 14, 2008",Music,SingStar Legends,PlayStation 2,7.5
2881,"October 14, 2008",Action,Rain Drops,Nintendo DS,5.0
2882,"October 14, 2008",Strategy,World War II: Road to Victory,PC,6.0
2883,"October 14, 2008",Sports,FIFA Soccer 09,PlayStation 3,8.6
2884,"October 14, 2008",Music,SingStar Country,PlayStation 2,7.4
2885,"October 14, 2008",Simulation,Animal Paradise,Nintendo DS,5.0
2886,"October 14, 2008",Platformer,Crash: Mind Over Mutant,Wii,6.9
2887,"October 14, 2008",Action,Art Style: Cubello,Wii,7.7
2888,"October 14, 2008",Music,SingStar Vol. 2 (Game Only Edition),PlayStation 3,7.7
2889,"October 14, 2008",Adventure,Unsolved Crimes,Nintendo DS,6.9
2890,"October 14, 2008",Music,Beat'n Groovy,Xbox 360,2.0
2891,"October 14, 2008",Fighting,Street Fighter II: Special Champion Edition,Genesis,7.0
2892,"October 14, 2008",Puzzle,Puzzle Quest: Challenge of the Warlords,PlayStation 3,9.3
2893,"October 15, 2008",Strategy,Age of Booty,Xbox 360,7.8
2894,"October 15, 2008","Sports, Action",Blitz: The League II,Xbox 360,5.5
2895,"October 15, 2008","Sports, Action",Blitz: The League II,PlayStation 3,5.5
2896,"October 15, 2008",Action,Shaky Summit,iPhone,4.3
2897,"October 15, 2008",Shooter,BioShock,PlayStation 3,9.4
2898,"October 15, 2008",Hunting,Cabela's Dangerous Hunts 2009,PlayStation 3,5.2
2899,"October 15, 2008",RPG,Dokapon Kingdom,Wii,8.0
2900,"October 15, 2008",Action,Crazy Mouse,Xbox 360,2.5
2901,"October 15, 2008",Hunting,Cabela's Dangerous Hunts 2009,Xbox 360,5.2
2902,"October 16, 2008",Action,Golden Axe: Beast Rider,PlayStation 3,3.2
2903,"October 16, 2008",Strategy,Dinosaur King,Nintendo DS,6.6
2904,"October 16, 2008",Sports,NBA '09: The Inside,PlayStation Portable,8.2
2905,"October 16, 2008",Puzzle,Pipe Mania,Nintendo DS,6.5
2906,"October 16, 2008",Puzzle,Pipe Mania,PlayStation Portable,6.5
2907,"October 16, 2008",Educational,My SAT Coach with The Princeton Review,Nintendo DS,6.5
2908,"October 16, 2008",Party,Smart Girl's Party Game,Nintendo DS,7.5
2909,"October 16, 2008","Action, Adventure",LEGO Batman: The Videogame,Nintendo DS,8.0
2910,"October 16, 2008",Platformer,Aladdin [Genesis],Genesis,8.0
2911,"October 16, 2008",Sports,FIFA Soccer 09,PlayStation Portable,8.5
2912,"October 16, 2008",Sports,Tiger Woods PGA Tour 09,PlayStation 2,6.0
2913,"October 16, 2008",Party,Smart Boy's Toy Club,Nintendo DS,7.5
2914,"October 16, 2008",Action,Golden Axe: Beast Rider,Xbox 360,3.2
2915,"October 16, 2008",Adventure,Everlight of Magic & Power,PC,6.9
2916,"October 16, 2008",Virtual Pet,Zoo Hospital,Wii,6.8
2917,"October 17, 2008",Racing,MotorStorm: Pacific Rift,PlayStation 3,8.3
2918,"October 17, 2008",RPG,Star Ocean: First Departure,PlayStation Portable,7.4
2919,"October 17, 2008",Racing,Speed Racer: The Videogame,PlayStation 2,8.0
2920,"October 17, 2008",Puzzle,Pipe Mania,PC,6.5
2921,"October 17, 2008",RPG,Dokapon Kingdom,PlayStation 2,8.0
2922,"October 17, 2008",Action,Guilty Gear 2: Overture,Xbox 360,5.5
2923,"October 17, 2008",Music,Rock Band 2 (Special Edition),PlayStation 3,9.0
2924,"October 17, 2008",Music,Wii Music,Wii,5.0
2925,"October 17, 2008",Music,B-Boy,PlayStation Portable,3.8
2926,"October 17, 2008",Sports,NBA '09: The Inside,PlayStation 2,4.9
2927,"October 17, 2008",Music,Rock Band 2,PlayStation 3,9.0
2928,"October 17, 2008",Music,Rock Band 2 (Special Edition),Xbox 360,9.0
2929,"October 17, 2008",Puzzle,Pipe Mania,PlayStation 2,6.5
2930,"October 17, 2008",Action,Tank Universal,PC,7.0
2931,"October 17, 2008",Adventure,Hidden Expedition: Everest,iPhone,7.8
2932,"October 20, 2008",Platformer,Castlevania: Order of Ecclesia,Nintendo DS,9.0
2933,"October 20, 2008",Sports,Digital Champ Battle Boxing,TurboGrafx-16,3.0
2934,"October 20, 2008",Sports,Digital Champ Battle Boxing,Wii,3.0
2935,"October 20, 2008",Racing,Midnight Club: Los Angeles,PlayStation 3,8.5
2936,"October 20, 2008",Action,The Legend of Kage 2,Nintendo DS,5.8
2937,"October 20, 2008","Action, RPG",Fable II,Xbox 360,8.8
2938,"October 20, 2008",Puzzle,World of Goo,PC,9.0
2939,"October 20, 2008",Puzzle,Dropcast,Nintendo DS,5.9
2940,"October 20, 2008",Shooter,Portal: Still Alive,Xbox 360,9.2
2941,"October 20, 2008",Action,Naruto: Clash of Ninja Revolution 2,Wii,8.2
2942,"October 20, 2008",Adventure,Nostradamus: The Last Prophecy,PC,7.4
2943,"October 20, 2008",Strategy,City Life Edition 2008,PC,6.9
2944,"October 20, 2008",Puzzle,Tetris Party,Wii,9.0
2945,"October 20, 2008",Action,Asterope,iPhone,6.8
2946,"October 20, 2008",Racing,Midnight Club: Los Angeles,Xbox 360,8.5
2947,"October 21, 2008",Shooter,Far Cry 2,PC,8.9
2948,"October 21, 2008",Music,Rock Revolution,Xbox 360,3.0
2949,"October 21, 2008","Action, RPG",Fable II (Limited Edition),Xbox 360,8.8
2950,"October 21, 2008",Music,Rock Revolution (with Drum Kit),Xbox 360,3.0
2951,"October 21, 2008",Shooter,Far Cry 2,Xbox 360,8.8
2952,"October 21, 2008",Shooter,Far Cry 2,PlayStation 3,8.8
2953,"October 21, 2008",Music,Rock Revolution (with Drum Kit),PlayStation 3,3.0
2954,"October 21, 2008",Music,Rock Revolution,PlayStation 3,3.0
2955,"October 21, 2008",Music,Boogie SuperStar,Wii,5.0
2956,"October 21, 2008",Hunting,Cabela's Dangerous Hunts 2009,Wii,4.8
2957,"October 22, 2008",Action,Spider-Man: Web of Shadows,Xbox 360,5.7
2958,"October 22, 2008",Action,Spider-Man: Web of Shadows,Nintendo DS,8.0
2959,"October 22, 2008",Action,Spider-Man: Web of Shadows,Wii,5.2
2960,"October 22, 2008",Action,Spider-Man: Web of Shadows,PlayStation 3,5.5
2961,"October 22, 2008",Sports,FIFA Soccer 09,PC,7.2
2962,"October 23, 2008",Educational,My Spanish Coach,PlayStation Portable,7.0
2963,"October 23, 2008",Platformer,Alex Kidd: The Lost Stars,Master System,5.0
2964,"October 23, 2008","Action, Adventure",Dead Space,PC,8.7
2965,"October 23, 2008",Sports,NBA Live 09,PlayStation 2,5.5
2966,"October 23, 2008",Productivity,My Secret World by Imagine,Nintendo DS,6.0
2967,"October 23, 2008","Puzzle, Action",Topple,iPhone,7.8
2968,"October 23, 2008",Shooter,Gravitron 2,PC,6.6
2969,"October 23, 2008",Puzzle,Pinch 'n Pop!,iPhone,7.0
2970,"October 23, 2008",Racing,Midnight Club: L.A. Remix,PlayStation Portable,7.6
2971,"October 23, 2008",Platformer,QuackShot Starring Donald Duck,Genesis,7.3
2972,"October 24, 2008",RPG,Penny Arcade's On the Rain-Slick Precipice of Darkness,PlayStation 3,7.8
2973,"October 24, 2008",Action,Spider-Man: Web of Shadows -- Amazing Allies Edition,PlayStation Portable,7.0
2974,"October 24, 2008",Action,Nanosaur II,iPhone,5.6
2975,"October 24, 2008",Shooter,Star Wars Arcade,Sega 32X,6.0
2976,"October 24, 2008",RPG,Eternal Sonata,PlayStation 3,8.7
2977,"October 24, 2008",Action,Little Red Riding Hood's Zombie BBQ,Nintendo DS,8.6
2978,"October 24, 2008",Action,Spider-Man: Web of Shadows -- Amazing Allies Edition,PlayStation 2,7.0
2979,"October 24, 2008",Music,Dance Dance Revolution Universe 3,Xbox 360,5.0
2980,"October 26, 2008",Music,Guitar Hero World Tour (Complete Band Game),Xbox 360,7.9
2981,"October 26, 2008",Music,Guitar Hero World Tour (Complete Band Game),Wii,8.8
2982,"October 26, 2008",Music,Guitar Hero World Tour (Complete Guitar Game),Wii,8.8
2983,"October 26, 2008",Music,Guitar Hero World Tour (Complete Band Game),PlayStation 3,7.9
2984,"October 26, 2008",Music,Guitar Hero World Tour,Xbox 360,7.9
2985,"October 26, 2008",Music,Guitar Hero World Tour (Complete Guitar Game),Xbox 360,7.9
2986,"October 26, 2008",Music,Guitar Hero World Tour (Complete Guitar Game),PlayStation 3,7.9
2987,"October 26, 2008",Music,Guitar Hero World Tour,Wii,8.8
2988,"October 26, 2008",Music,Guitar Hero World Tour,PlayStation 3,7.9
2989,"October 27, 2008",Simulation,Spore,Wireless,8.5
2990,"October 27, 2008","Action, RPG",Fallout 3,Xbox 360,9.6
2991,"October 27, 2008",Adventure,Strong Bad's Cool Game for Attractive People -- Episode 3: Baddest of the Bands,Wii,8.4
2992,"October 27, 2008",Platformer,Crash: Mind Over Mutant,PlayStation 2,6.9
2993,"October 27, 2008",Platformer,Crash: Mind Over Mutant,Xbox 360,6.9
2994,"October 27, 2008",Action,Art Style: Rotohex,Wii,8.0
2995,"October 27, 2008","Action, RPG",Fallout 3,PC,9.6
2996,"October 27, 2008","Adventure, Compilation",Sam & Max: Season One,Wii,7.1
2997,"October 27, 2008","Action, RPG",Fallout 3,PlayStation 3,9.4
2998,"October 27, 2008",Action,Ninjatown,Nintendo DS,8.7
2999,"October 27, 2008",Sports,NBA Live 09,PlayStation Portable,6.1
3000,"October 27, 2008",Action,Mega Man 3,Wireless,7.5
3001,"October 27, 2008",Platformer,Earthworm Jim [1994],Wii,7.0
3002,"October 27, 2008",Platformer,Earthworm Jim,Genesis,7.0
3003,"October 27, 2008",Shooter,Exodus from the Earth,PC,6.2
3004,"October 27, 2008",Adventure,Strong Bad's Cool Game for Attractive People -- Episode 3: Baddest of the Bands,PC,8.4
3005,"October 28, 2008",Shooter,Resistance 2 (Collector's Edition),PlayStation 3,9.5
3006,"October 28, 2008","Action, RPG",Fallout 3 (Collector's Edition),PlayStation 3,9.4
3007,"October 28, 2008",Shooter,Resistance 2,PlayStation 3,9.5
3008,"October 28, 2008",Sports,FIFA Soccer 09,Nintendo DS,8.0
3009,"October 28, 2008",Platformer,Crash: Mind Over Mutant,Nintendo DS,3.2
3010,"October 28, 2008",Action,Prince of Persia Classic,PlayStation 3,8.6
3011,"October 28, 2008","Action, RPG",Fallout 3 (Collector's Edition),Xbox 360,9.6
3012,"October 28, 2008","Action, RPG",Fallout 3 (Collector's Edition),PC,9.6
3013,"October 28, 2008","Action, RPG",Fallout 3 (Survival Edition),PlayStation 3,9.4
3014,"October 28, 2008","Action, RPG",Fallout 3 (Survival Edition),Xbox 360,9.6
3015,"October 28, 2008",Action,Bully: Scholarship Edition,PC,7.8
3016,"October 28, 2008",Strategy,Command & Conquer: Red Alert 3,PC,8.2
3017,"October 29, 2008",RPG,Away: Shuffle Dungeon,Nintendo DS,6.1
3018,"October 29, 2008",Action,Avatar: The Last Airbender -- Into the Inferno,PlayStation 2,5.0
3019,"October 29, 2008",Simulation,X3: Terran Conflict,PC,8.0
3020,"October 29, 2008",Party,Touchmaster 2,Nintendo DS,7.9
3021,"October 29, 2008",Puzzle,Mechanic Master,Nintendo DS,7.6
3022,"October 29, 2008",Action,ButterflyCatch,iPhone,7.0
3023,"October 29, 2008",Educational,Brain Quest: Grades 5 & 6,Nintendo DS,6.7
3024,"October 29, 2008",Educational,Brain Quest: Grades 3 & 4,Nintendo DS,6.7
3025,"October 29, 2008",Adventure,Penny Arcade's On the Rain-Slick Precipice of Darkness 2,Xbox 360,8.1
3026,"October 29, 2008",Action,Avatar: The Last Airbender -- Into the Inferno,Wii,5.0
3027,"October 29, 2008",Puzzle,Fuzzle,iPhone,7.4
3028,"October 29, 2008",RPG,Naruto: Path of the Ninja 2,Nintendo DS,6.5
3029,"October 30, 2008",Trivia,Scene it? Box Office Smash,Xbox 360,7.0
3030,"October 30, 2008",Action,Transformers: Animated -- The Game,Nintendo DS,7.4
3031,"October 30, 2008",Sports,FIFA Soccer 09 All-Play,Wii,7.2
3032,"October 30, 2008",Racing,MotoGP 08,Xbox 360,5.0
3033,"October 30, 2008",Shooter,SOCOM: Confrontation,PlayStation 3,4.5
3034,"October 30, 2008",Racing,MotoGP 08,PlayStation 2,5.0
3035,"October 30, 2008",Racing,MotoGP 08,PlayStation 3,5.0
3036,"October 30, 2008",Action,Spider-Man: Web of Shadows,PC,5.3
3037,"October 31, 2008",Strategy,Hinterland,PC,7.2
3038,"October 31, 2008",Shooter,Zone Warrior,iPhone,7.5
3039,"October 31, 2008",Shooter,Quantum of Solace (Collector's Edition),Xbox 360,6.8
3040,"October 31, 2008",Trivia,Are You Smarter Than A 5th Grader? Make the Grade!,Xbox 360,5.0
3041,"October 31, 2008",Shooter,Quantum of Solace,PlayStation 3,7.0
3042,"October 31, 2008",Shooter,Quantum of Solace,Xbox 360,7.0
3043,"October 31, 2008",Strategy,Virtual Villagers: A New Home,iPhone,8.0
3044,"October 31, 2008",Simulation,The Guild 2: Venice,PC,4.5
3045,"October 31, 2008",Action,Army Men: Soldiers of Misfortune,Wii,2.5
3046,"October 31, 2008",Productivity,What's Cooking? Jamie Oliver,Nintendo DS,4.9
3047,"October 31, 2008",Fighting,Naruto: Ultimate Ninja Storm (Limited Edition),PlayStation 3,8.4
3048,"October 31, 2008",Fighting,Naruto: Ultimate Ninja Storm,PlayStation 3,8.4
3049,"October 31, 2008","Sports, Action",Clusterball Arcade,iPhone,6.9
3050,"November 3, 2008",Pinball,Alien Crush Returns,Wii,7.8
3051,"November 3, 2008","Educational, Card",Poker For Dummies,PC,5.3
3052,"November 3, 2008","Educational, Puzzle",Brain Training For Dummies,PC,6.8
3053,"November 3, 2008",Shooter,Quantum of Solace,PC,7.2
3054,"November 3, 2008",Shooter,Space Harrier,Master System,4.5
3055,"November 3, 2008",Sports,Madden NFL 09,Wireless,7.9
3056,"November 3, 2008",Simulation,Home Sweet Home,Wii,4.0
3057,"November 3, 2008",Trivia,Are You Smarter Than A 5th Grader? Make the Grade!,PlayStation 2,3.8
3058,"November 3, 2008",Trivia,Are You Smarter Than A 5th Grader? Make the Grade!,Wii,3.8
3059,"November 3, 2008",Shooter,Gears of War 2,Xbox 360,9.5
3060,"November 3, 2008",Shooter,Space Harrier [Master System],Wii,4.5
3061,"November 4, 2008",Music,Rock Revolution,Nintendo DS,4.1
3062,"November 4, 2008",Shooter,Quantum of Solace,Wii,4.5
3063,"November 4, 2008",Strategy,Tom Clancy's EndWar,PlayStation 3,8.0
3064,"November 4, 2008",Strategy,Tom Clancy's EndWar,Xbox 360,8.0
3065,"November 4, 2008",Strategy,Commander -- Napoleon at War,PC,7.0
3066,"November 4, 2008",Shooter,Gradius II: The World of Gofer,TurboGrafx-CD,8.0
3067,"November 4, 2008",Music,KORG DS-10 Synthesizer,Nintendo DS,7.1
3068,"November 4, 2008",Shooter,Gradius II: The World of Gofer [TG-16],Wii,8.0
3069,"November 4, 2008",Action,Rolling with Katamari,Wireless,8.0
3070,"November 4, 2008",Trivia,Are You Smarter Than A 5th Grader? Make the Grade!,PC,3.2
3071,"November 5, 2008",Platformer,Banjo-Kazooie: Nuts & Bolts,Xbox 360,8.3
3072,"November 5, 2008",Action,Quantum of Solace,Nintendo DS,6.8
3073,"November 5, 2008",Racing,SCORE International Baja 1000,PlayStation 3,3.3
3074,"November 5, 2008",Racing,SCORE International Baja 1000,Xbox 360,3.3
3075,"November 5, 2008",Music,High School Musical 3: Senior Year,Nintendo DS,7.0
3076,"November 5, 2008",Platformer,Banjo-Kazooie,Xbox 360,8.0
3077,"November 5, 2008",Strategy,Command & Conquer: Red Alert 3 (Premier Edition),PC,8.2
3078,"November 5, 2008",Racing,SCORE International Baja 1000,Wii,5.0
3079,"November 5, 2008",Racing,SCORE International Baja 1000,PlayStation 2,3.3
3080,"November 5, 2008",Action,Vigilante 8: Arcade,Xbox 360,7.3
3081,"November 5, 2008","Card, Battle",Neverland Card Battles,PlayStation Portable,5.0
3082,"November 6, 2008",Shooter,Legendary,PlayStation 3,2.3
3083,"November 6, 2008",Music,High School Musical 3: Senior Year -- Dance!,PC,5.0
3084,"November 6, 2008",Puzzle,7 Wonders: Treasures of Seven,PC,5.9
3085,"November 6, 2008",Platformer,The Legend of Spyro: Dawn of the Dragon,Nintendo DS,6.2
3086,"November 6, 2008",Action,Back at the Barnyard: Slop Bucket Games,Nintendo DS,4.9
3087,"November 6, 2008",Music,High School Musical 3: Senior Year -- Dance!,PlayStation 2,6.5
3088,"November 6, 2008",Music,High School Musical 3: Senior Year -- Dance!,Wii,6.5
3089,"November 6, 2008",Music,AC/DC Live: Rock Band Track Pack,Xbox 360,6.5
3090,"November 6, 2008",Puzzle,Bejeweled Twist,PC,7.4
3091,"November 6, 2008","Action, Compilation",Namco Museum: Virtual Arcade,Xbox 360,6.5
3092,"November 6, 2008",Music,High School Musical 3: Senior Year -- Dance! (Game & Dance Pad),Xbox 360,5.0
3093,"November 6, 2008",Shooter,Legendary,Xbox 360,2.5
3094,"November 6, 2008",Adventure,Soul Trapper,iPhone,6.0
3095,"November 6, 2008",Shooter,Gears of War 2 (Limited Edition),Xbox 360,9.5
3096,"November 7, 2008",Strategy,Robocalypse,Nintendo DS,8.9
3097,"November 7, 2008",Action,Ben 10: Alien Force,PlayStation 2,4.0
3098,"November 7, 2008",Adventure,The Hardy Boys: The Hidden Theft,PC,6.0
3099,"November 7, 2008",Action,Ben 10: Alien Force,PlayStation Portable,4.0
3100,"November 7, 2008",Shooter,Stellar Blaster,iPhone,5.0
3101,"November 7, 2008",Action,Ben 10: Alien Force,Wii,4.0
3102,"November 7, 2008",Music,AC/DC Live: Rock Band Track Pack,PlayStation 3,6.5
3103,"November 7, 2008",Music,AC/DC Live: Rock Band Track Pack,PlayStation 2,5.5
3104,"November 7, 2008",Music,Tap Tap Revenge: Nine Inch Nails Edition,iPhone,8.0
3105,"November 7, 2008",Action,Twin Strike: Operation Thunder,Wii,5.5
3106,"November 8, 2008",Wrestling,WWE SmackDown vs. Raw 2009,Nintendo DS,7.5
3107,"November 8, 2008",Wrestling,WWE SmackDown vs. Raw 2009,Xbox 360,7.9
3108,"November 8, 2008",Wrestling,WWE SmackDown vs. Raw 2009,PlayStation 3,7.8
3109,"November 8, 2008",Wrestling,WWE SmackDown vs. Raw 2009,PlayStation Portable,6.5
3110,"November 8, 2008",Wrestling,WWE SmackDown vs. Raw 2009,PlayStation 2,7.0
3111,"November 10, 2008",Music,Guitar Hero World Tour (Complete Band Game),PlayStation 2,7.9
3112,"November 10, 2008",Wrestling,WWE SmackDown vs. Raw 2009 (Collector's Edition),PlayStation 3,7.8
3113,"November 10, 2008",Action,Mega Man 3,Wii,9.5
3114,"November 10, 2008",Music,Guitar Hero World Tour,PlayStation 2,7.9
3115,"November 10, 2008",Wrestling,WWE SmackDown vs. Raw 2009,Wii,7.8
3116,"November 10, 2008",Action,Mega Man 3,NES,9.5
3117,"November 10, 2008",Action,Silent Hill Mobile,Wireless,7.5
3118,"November 10, 2008",RPG,Tales of Symphonia: Dawn of the New World,Wii,6.7
3119,"November 10, 2008","Educational, Puzzle",Margot's Word Brain,Nintendo DS,6.0
3120,"November 10, 2008",Strategy,Combat Mission: Shock Force -- Marines,PC,6.7
3121,"November 10, 2008",Music,Guitar Hero World Tour (Complete Guitar Game),PlayStation 2,7.9
3122,"November 10, 2008",Music,School of Rock,iPhone,6.7
3123,"November 11, 2008",Shooter,Quantum of Solace,PlayStation 2,7.8
3124,"November 11, 2008",Strategy,Populous DS,Nintendo DS,7.1
3125,"November 11, 2008",Board,Monopoly,Wii,7.0
3126,"November 11, 2008",Sports,Tecmo Bowl: Kickoff,Nintendo DS,7.7
3127,"November 11, 2008",Music,Guitar Rock Tour,iPhone,7.4
3128,"November 11, 2008","Action, Adventure",Mirror's Edge,PlayStation 3,7.4
3129,"November 11, 2008",Shooter,Call of Duty: World at War (Collector's Edition),PC,9.2
3130,"November 11, 2008",Fighting,The King of Fighters Collection: The Orochi Saga,PlayStation 2,7.8
3131,"November 11, 2008","Educational, Puzzle",Margot's Word Brain,Wii,5.0
3132,"November 11, 2008",Battle,Monster Lab,Wii,7.9
3133,"November 11, 2008",Shooter,Call of Duty: World at War,PC,9.2
3134,"November 11, 2008",Shooter,Call of Duty: World at War,Xbox 360,9.2
3135,"November 11, 2008",Shooter,Call of Duty: World at War,Wii,8.0
3136,"November 11, 2008",Fighting,The King of Fighters Collection: The Orochi Saga,PlayStation Portable,6.8
3137,"November 11, 2008",Strategy,Command & Conquer: Red Alert 3,Xbox 360,7.4
3138,"November 11, 2008",Shooter,Call of Duty: World at War,PlayStation 3,9.2
3139,"November 11, 2008","Action, RPG",Pokemon Ranger: Shadows of Almia,Nintendo DS,6.7
3140,"November 11, 2008","Sports, Action",Celebrity Sports Showdown,Wii,4.0
3141,"November 11, 2008",Shooter,Call of Duty: World at War (Collector's Edition),Xbox 360,9.2
3142,"November 11, 2008","Action, Adventure",Mirror's Edge,Xbox 360,7.3
3143,"November 12, 2008",RPG,Sacred 2: Fallen Angel,PC,7.5
