,date,genres,name,platform,score
2141,"April 6, 2004",Strategy,Jagged Alliance 2: Wildfire,PC,6.5
2142,"April 6, 2004",Action,Alias,PlayStation 2,7.3
2143,"April 6, 2004",Shooter,Dead Man's Hand,PC,6.2
2144,"April 7, 2004","Puzzle, Action",Boulder Dash M.E.,Wireless,8.5
2145,"April 7, 2004",Shooter,The Punisher [2004],Wireless,7.5
2146,"April 7, 2004",Strategy,Desert Rats vs. Afrika Korps,PC,7.2
2147,"April 8, 2004",Shooter,Kuma\War,PC,6.3
2148,"April 9, 2004",Puzzle,Bejeweled Multiplayer,Wireless,9.5
2149,"April 9, 2004",Action,Metal Slug Mobile,Wireless,8.0
2150,"April 9, 2004",Adventure,Crystal Key II: The Far Realm,PC,5.9
2151,"April 12, 2004",Shooter,Painkiller,PC,7.0
2152,"April 12, 2004",Sports,All-Star Baseball 2005,PlayStation 2,7.9
2153,"April 12, 2004",Shooter,Serious Sam: Next Encounter,PlayStation 2,6.2
2154,"April 12, 2004",RPG,Sacred,PC,7.8
2155,"April 13, 2004",Adventure,Siren,PlayStation 2,7.7
2156,"April 14, 2004",Sports,World Tour Soccer 2005,PlayStation 2,7.6
2157,"April 14, 2004",Racing,TOCA Race Driver 2,Xbox,8.2
2158,"April 14, 2004",Sports,3D Slam Ping Pong,Wireless,7.5
2159,"April 15, 2004",Shooter,kill.switch,PC,7.8
2160,"April 15, 2004",Shooter,Breed,PC,7.3
2161,"April 15, 2004",Action,Tom Clancy's Splinter Cell Pandora Tomorrow,Wireless,9.5
2162,"April 16, 2004",Platformer,Prince of Persia: The Sands of Time,Wireless,9.5
2163,"April 16, 2004",Action,Hitman: Contracts,Xbox,8.4
2164,"April 16, 2004","Action, Adventure",Hitman: Contracts,PlayStation 2,8.4
2165,"April 16, 2004",Action,Rail Rider,Wireless,8.5
2166,"April 16, 2004",Sports,Rayman Golf,Wireless,7.5
2167,"April 16, 2004",Action,Hitman: Contracts,PC,8.4
2168,"April 19, 2004",Shooter,Planet Zero,Wireless,9.0
2169,"April 20, 2004",Action,Manhunt,Xbox,8.3
2170,"April 20, 2004",Party,EyeToy: Groove,PlayStation 2,7.5
2171,"April 20, 2004",Action,Manhunt,PC,8.3
2172,"April 21, 2004",Sports,Baywatch Beach Volleyball,Wireless,1.0
2173,"April 21, 2004",Shooter,Serious Sam: Next Encounter,GameCube,7.0
2174,"April 23, 2004",Puzzle,Ace Yeti Trapper,Wireless,8.0
2175,"April 23, 2004","Action, Adventure",Onimusha 3: Demon Siege,PlayStation 2,9.0
2176,"April 23, 2004",Sports,CBS Sportsline Baseball,Wireless,8.0
2177,"April 26, 2004",Sports,Marcel Desailly Pro Soccer,Wireless,8.0
2178,"April 26, 2004",Strategy,War Times,PC,5.3
2179,"April 26, 2004","Action, RPG",Shining Soul II,Game Boy Advance,7.5
2180,"April 27, 2004",Strategy,Rise of Nations: Thrones and Patriots,PC,8.9
2181,"April 27, 2004",Shooter,Serious Sam Advance,Game Boy Advance,5.0
2182,"April 28, 2004",Pinball,CS Garfield Pinball,Wireless,5.0
2183,"April 28, 2004",Action,Samurai Warriors,PlayStation 2,8.5
2184,"April 28, 2004",Action,Bomberman Jetters,GameCube,6.7
2185,"April 28, 2004",Sports,Ten Pin Alley 2,Game Boy Advance,4.0
2186,"April 28, 2004","Sports, Action",Monkey Ball Bowling,Wireless,8.0
2187,"April 29, 2004",Strategy,Beyond The Law: The Third Wave,PC,5.0
2188,"April 29, 2004",Action,Syphon Filter: The Omega Strain,PlayStation 2,7.6
2189,"April 29, 2004",Sports,Strike Force Bowling,PlayStation 2,4.0
2190,"April 29, 2004","Action, Adventure",Mission: Impossible Operation Surma,GameCube,7.3
2191,"April 30, 2004",Shooter,Red Dead Revolver,PlayStation 2,7.0
2192,"April 30, 2004",Action,Red Dead Revolver,Xbox,7.5
2193,"April 30, 2004",Sports,Strike Force Bowling,Xbox,4.0
2194,"April 30, 2004",Racing,RalliSport Challenge 2,Xbox,9.2
2195,"April 30, 2004",RPG,EverQuest: Hero's Call 2,Wireless,7.5
2196,"May 4, 2004",Action,Custom Robo Battle Revolution,GameCube,6.5
2197,"May 4, 2004","Action, Adventure",Shrek 2,Game Boy Advance,7.9
2198,"May 4, 2004","Action, Adventure",Yu Yu Hakusho: Spirit Detective,Game Boy Advance,3.0
2199,"May 5, 2004","Action, Adventure",Shrek 2,GameCube,7.0
2200,"May 5, 2004","Action, Adventure",Shrek 2,Xbox,7.0
2201,"May 5, 2004","Action, Adventure",Shrek 2,PlayStation 2,7.0
2202,"May 6, 2004",RPG,Beyond Divinity,PC,8.0
2203,"May 6, 2004","Strategy, RPG",Future Tactics: The Uprising,PlayStation 2,6.8
2204,"May 6, 2004","Strategy, RPG",Future Tactics: The Uprising,GameCube,6.8
2205,"May 6, 2004","Strategy, RPG",Future Tactics: The Uprising,Xbox,6.8
2206,"May 7, 2004",Card,Downtown Texas Hold 'em,Wireless,8.5
2207,"May 7, 2004",Sports,UEFA EURO 2004 Portugal,PlayStation 2,8.0
2208,"May 7, 2004",Action,Van Helsing,PlayStation 2,6.5
2209,"May 7, 2004",Action,Van Helsing,Xbox,6.5
2210,"May 7, 2004",Action,Transformers,PlayStation 2,7.5
2211,"May 7, 2004",Sports,Batter Up! by FOX Sports,Wireless,7.0
2212,"May 7, 2004",Action,Terminator 3: Rise of the Machines,Game Boy Advance,6.5
2213,"May 7, 2004","Strategy, RPG",La Pucelle: Tactics,PlayStation 2,8.8
2214,"May 7, 2004",Sports,UEFA EURO 2004 Portugal,PC,8.0
2215,"May 17, 2004",Pinball,Spider-Man 2 Pinball,Wireless,6.0
2216,"May 18, 2004",Strategy,Worms 3D,PC,7.5
2217,"May 19, 2004",Puzzle,Jumble,Wireless,8.0
2218,"May 20, 2004",Action,Van Helsing,Wireless,6.0
2219,"May 24, 2004",Sports,Rocky Boxing,Wireless,5.5
2220,"May 24, 2004",Racing,OutRun,Wireless,5.5
2221,"May 24, 2004",Sports,JAMDAT Golf 2004,Wireless,8.0
2222,"May 24, 2004",Action,Mario vs. Donkey Kong,Game Boy Advance,8.5
2223,"May 24, 2004",Action,Spider-Man vs. Doc Ock,Wireless,7.5
2224,"May 25, 2004","Action, Adventure",Thief: Deadly Shadows,Xbox,8.3
2225,"May 25, 2004",Action,River City Ransom EX,Game Boy Advance,7.8
2226,"May 25, 2004","Action, Adventure",Thief: Deadly Shadows,PC,8.6
2227,"May 25, 2004",Strategy,Warlords Battlecry III,PC,8.0
2228,"May 25, 2004",Action,Metal Slug 3,Xbox,6.8
2229,"May 26, 2004",Simulation,Singles: Flirt up your Life,PC,7.0
2230,"May 26, 2004",Action,Van Helsing,Game Boy Advance,2.5
2231,"May 27, 2004","Action, Adventure",True Crime: Streets of L.A.,PC,8.0
2232,"May 27, 2004",Platformer,Sonic Advance 3,Game Boy Advance,9.0
2233,"May 28, 2004","Sports, Action",RibbitKing,PlayStation 2,5.0
2234,"May 28, 2004",Card,Ultimate Card Games,Game Boy Advance,9.5
2235,"May 28, 2004",RPG,City of Heroes,PC,8.4
2236,"May 28, 2004",Shooter,The Chronicles of Riddick: Escape from Butcher Bay,Xbox,8.5
2237,"May 28, 2004",Sports,RibbitKing,GameCube,5.0
2238,"May 28, 2004",Strategy,Worms,Wireless,6.5
2239,"May 31, 2004",Strategy,Front Mission 4,PlayStation 2,6.8
2240,"May 31, 2004",Strategy,Full Spectrum Warrior,Xbox,9.2
2241,"June 1, 2004",Platformer,Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,7.0
2242,"June 2, 2004",Platformer,Spyro Orange: The Cortex Conspiracy,Game Boy Advance,7.0
2243,"June 2, 2004",Action,The Pink Panther: Freeze Tag,Wireless,6.5
2244,"June 2, 2004",Action,Around the World in 80 Days,Wireless,6.5
2245,"June 2, 2004","Action, Adventure",The Legend of Zelda: Four Swords Adventures,GameCube,8.7
2246,"June 3, 2004","Action, Adventure",Harry Potter and the Prisoner of Azkaban,GameCube,6.0
2247,"June 3, 2004",Strategy,Blitzkrieg: Burning Horizon,PC,7.9
2248,"June 3, 2004",Platformer,Mario Bros. (Famicom Mini Series),Game Boy Advance,4.0
2249,"June 3, 2004","Action, Adventure",Harry Potter and the Prisoner of Azkaban,PlayStation 2,6.2
2250,"June 3, 2004",Shooter,Star Trek: Shattered Universe,Xbox,3.9
2251,"June 3, 2004",Action,Balloon Fight (Famicom Mini Series),Game Boy Advance,6.0
2252,"June 3, 2004",Action,Clu Clu Land (Famicom Mini Series),Game Boy Advance,4.0
2253,"June 3, 2004","Action, Adventure",Harry Potter and the Prisoner of Azkaban,Xbox,6.1
2254,"June 4, 2004",Action,Tron 2.0: Discs of Tron,Wireless,8.0
2255,"June 4, 2004",Action,Bomberman (Classic NES Series),Game Boy Advance,4.0
2256,"June 4, 2004","Action, Adventure",The Legend of Zelda (Classic NES Series),Game Boy Advance,8.0
2257,"June 4, 2004",Action,Excitebike (Classic NES Series),Game Boy Advance,7.0
2258,"June 4, 2004",Action,Pac-Man (Classic NES Series),Game Boy Advance,5.0
2259,"June 4, 2004",Action,Xevious (Classic NES Series),Game Boy Advance,6.0
2260,"June 4, 2004",Action,Donkey Kong (Classic NES Series),Game Boy Advance,6.0
2261,"June 4, 2004",Platformer,Super Mario Bros. (Classic NES Series),Game Boy Advance,8.0
2262,"June 4, 2004",Platformer,Ice Climber (Classic NES Series),Game Boy Advance,7.0
2263,"June 7, 2004",Action,Sabre Wulf,Game Boy Advance,8.0
2264,"June 7, 2004",Adventure,Shrek 2,PC,3.9
2265,"June 8, 2004",Sports,Smash Court Tennis Pro Tournament 2,PlayStation 2,8.0
2266,"June 8, 2004",Strategy,Spartan,PC,5.0
2267,"June 8, 2004",Action,Malice,Xbox,5.8
2268,"June 8, 2004","Action, Adventure",Malice,PlayStation 2,5.8
2269,"June 9, 2004","Action, Adventure",Harry Potter and the Prisoner of Azkaban,PC,6.0
2270,"June 9, 2004",Strategy,Besieger,PC,6.5
2271,"June 11, 2004",Sports,Snoop Dogg Boxing,Wireless,8.5
2272,"June 11, 2004","Sports, Action",Mario Golf: Advance Tour,Game Boy Advance,9.5
2273,"June 14, 2004",Action,Psi-Ops: The Mindgate Conspiracy,Xbox,8.5
2274,"June 14, 2004","Action, Adventure",Tom Clancy's Splinter Cell Pandora Tomorrow,PlayStation 2,8.2
2275,"June 14, 2004","Action, Adventure",Tom Clancy's Splinter Cell Pandora Tomorrow,PlayStation 2,8.2
2276,"June 14, 2004","Strategy, RPG",Shining Force: Resurrection of the Dark Dragon,Game Boy Advance,7.8
2277,"June 14, 2004",Fighting,Shado Fighter,Wireless,8.5
2278,"June 15, 2004",Puzzle,Bookworm,Game Boy Advance,6.0
2279,"June 15, 2004",Shooter,Shadow Ops: Red Mercury,Xbox,7.0
2280,"June 15, 2004",Puzzle,Super Collapse! II,Game Boy Advance,6.0
2281,"June 15, 2004",Strategy,Ground Control II: Operation Exodus,PC,8.8
2282,"June 16, 2004",Music,MTV Music Generator 3: This is the Remix,PlayStation 2,8.8
2283,"June 16, 2004","Action, Adventure",Knight's Apprentice: Memorick's Adventures,Xbox,5.7
2284,"June 16, 2004","Action, Adventure",The Suffering,PC,8.5
2285,"June 16, 2004",Racing,Powerdrome,PlayStation 2,5.1
2286,"June 16, 2004",Action,King Arthur [2004],Wireless,8.5
2287,"June 16, 2004","Fighting, Action",McFarlane's Evil Prophecy,PlayStation 2,2.5
2288,"June 16, 2004","Action, Adventure",Harry Potter and the Prisoner of Azkaban,Game Boy Advance,6.5
2289,"June 17, 2004",Puzzle,Mighty Beanz Pocket Puzzles,Game Boy Advance,3.0
2290,"June 17, 2004","Action, Compilation",Mega Man Anniversary Collection,PlayStation 2,8.5
2291,"June 17, 2004","Action, Compilation",Mega Man Anniversary Collection,GameCube,8.5
2292,"June 17, 2004",Shooter,Joint Operations: Typhoon Rising,PC,7.6
2293,"June 18, 2004","Sports, Action",MLB SlugFest: Loaded,Xbox,8.0
2294,"June 18, 2004",Action,Shrek 2,Wireless,5.5
2295,"June 18, 2004","Sports, Action",MLB SlugFest: Loaded,PlayStation 2,8.0
2296,"June 18, 2004",RPG,Lineage II: The Chaotic Throne,PC,6.7
2297,"June 21, 2004","Racing, Action",Driver 3,PlayStation 2,5.4
2298,"June 21, 2004",Racing,The Fast and the Furious,Wireless,8.5
2299,"June 21, 2004",Trivia,The Price is Right: Cliffhangers,Wireless,7.5
2300,"June 21, 2004",Racing,Thunder Alley,Game Boy Advance,2.0
2301,"June 21, 2004","Racing, Action",Driver 3,Xbox,5.5
2302,"June 22, 2004",Shooter,Tom Clancy's Rainbow Six 3,GameCube,6.5
2303,"June 22, 2004",Fighting,Dragon Ball Z: Supersonic Warriors,Game Boy Advance,7.5
2304,"June 22, 2004","Racing, Simulation",IndyCar Series 2005,Xbox,8.0
2305,"June 23, 2004",Wrestling,Showdown: Legends of Wrestling,Xbox,5.9
2306,"June 23, 2004",Wrestling,Showdown: Legends of Wrestling,PlayStation 2,5.9
2307,"June 24, 2004",Racing,XS Moto,Game Boy Advance,2.5
2308,"June 24, 2004","Racing, Action",Driver 3,Wireless,8.0
2309,"June 25, 2004",Action,Dual Threat,Wireless,8.0
2310,"June 28, 2004",Strategy,Soldiers: Heroes of World War II,PC,8.5
2311,"June 29, 2004",Action,Spider-Man 2,GameCube,8.8
2312,"June 29, 2004",Action,Spider-Man 2,PlayStation 2,8.8
2313,"June 29, 2004",Strategy,Perimeter,PC,8.0
2314,"June 29, 2004",Action,Spider-Man 2,Xbox,9.0
2315,"June 30, 2004",Action,Bad Boys II,PC,4.8
2316,"July 1, 2004",Platformer,Cleopatra,Wireless,8.0
2317,"July 1, 2004","Action, Adventure",Way of the Samurai 2,PlayStation 2,6.0
2318,"July 1, 2004",Adventure,Aura: Fate of the Ages,PC,7.3
2319,"July 2, 2004",Racing,TrackMania,PC,5.9
2320,"July 2, 2004",Shooter,Soldner: Secret Wars,PC,5.0
2321,"July 2, 2004",Action,"I, Robot [2004]",Wireless,7.5
2322,"July 6, 2004",Shooter,Siberian Strike: Episode II,Wireless,8.5
2323,"July 6, 2004",Sports,Pool Paradise,PlayStation 2,7.6
2324,"July 6, 2004",Sports,Pool Paradise,GameCube,7.6
2325,"July 6, 2004",RPG,Tales of Symphonia,GameCube,8.5
2326,"July 7, 2004",Board,Chessmaster,Wireless,9.0
2327,"July 7, 2004",Action,Spider-Man 2 [PC],PC,4.5
2328,"July 8, 2004",Action,Around the World in 80 Days,Game Boy Advance,3.5
2329,"July 8, 2004",Strategy,Tom Clancy's Rainbow Six 3,Wireless,9.5
2330,"July 9, 2004",Card,Sexy Poker 2004,Wireless,8.0
2331,"July 12, 2004",Platformer,Balloon Headed Boy,Wireless,8.5
2332,"July 13, 2004",Adventure,Missing: Since January,PC,8.0
2333,"July 13, 2004",Sports,NCAA Football 2005,GameCube,8.5
2334,"July 13, 2004",Music,Karaoke Revolution Vol. 2,PlayStation 2,8.0
2335,"July 13, 2004",Sports,NCAA Football 2005,PlayStation 2,8.7
2336,"July 13, 2004",Sports,NCAA Football 2005,Xbox,8.7
2337,"July 14, 2004",Action,Fear Factor: H2O Challenge,Wireless,6.0
2338,"July 14, 2004",Sports,Dan Parks Decathlon,Wireless,8.0
2339,"July 14, 2004",Action,Samurai Warriors,Xbox,7.4
2340,"July 14, 2004",Puzzle,Puyo Pop Fever,GameCube,7.9
2341,"July 16, 2004",Sports,Athens 2004,PlayStation 2,4.5
2342,"July 16, 2004",Sports,ESPN NFL 2K5,PlayStation 2,9.3
2343,"July 16, 2004",Sports,ESPN NFL 2K5,Xbox,9.4
2344,"July 16, 2004",Action,Ninja Gaiden Episode 1: Destiny,Wireless,8.0
2345,"July 19, 2004",Action,Spider-Man 2 [GBA],Game Boy Advance,6.5
2346,"July 19, 2004",Music,MTV Music Generator 3: This is the Remix,Xbox,8.4
2347,"July 19, 2004",Puzzle,Momentum [2004],Wireless,8.0
2348,"July 20, 2004","Action, RPG",Sudeki,Xbox,7.8
2349,"July 20, 2004",Action,Catwoman,GameCube,4.0
2350,"July 20, 2004",Action,Catwoman,Xbox,4.0
2351,"July 20, 2004",Action,Catwoman,PlayStation 2,4.0
2352,"July 21, 2004","Fighting, Action",Crimson Tears,PlayStation 2,7.1
2353,"July 22, 2004",Puzzle,FlipIt!,Wireless,7.0
2354,"July 22, 2004",Shooter,Air Wars,Wireless,7.0
2355,"July 23, 2004","Action, Adventure",Tom Clancy's Splinter Cell Pandora Tomorrow,GameCube,8.0
2356,"July 23, 2004",Productivity,Pokemon Box: Ruby and Sapphire,GameCube,5.0
2357,"July 26, 2004",Adventure,Uru: Path of the Shell,PC,8.8
2358,"July 26, 2004",Shooter,Ashen [2004],N-Gage,7.5
2359,"July 26, 2004",Sports,Hamtaro: Ham-Ham Games,Game Boy Advance,8.0
2360,"July 28, 2004",Trivia,Movie Trivia Rave,Wireless,6.5
2361,"July 28, 2004",Sports,Ultimate Beach Volleyball,Wireless,7.5
2362,"July 28, 2004",Sports,Xtreme Accuracy Shooting,PC,4.0
2363,"July 29, 2004",Pinball,Pure Pinball,Xbox,6.7
2364,"July 29, 2004","Music, Editor",Funkmaster Flex's Digital Hitz Factory,PlayStation 2,7.0
2365,"July 30, 2004",Strategy,Chicago 1930,PC,5.0
2366,"July 30, 2004",Action,Catwoman,PC,3.8
2367,"July 30, 2004","Racing, Action",Crash Nitro Kart,N-Gage,8.2
2368,"July 30, 2004",Action,Bujingai: The Forsaken City,PlayStation 2,7.4
2369,"August 1, 2004",Action,CT Special Forces 2: Back in the Trenches,Game Boy Advance,7.0
2370,"August 2, 2004",Action,Tom and Jerry: Cheese Chase,Wireless,7.5
2371,"August 2, 2004","Action, Adventure",Spider-Man 2 [N-Gage],N-Gage,7.1
2372,"August 2, 2004",Action,Scooby-Doo 2: Dark Dungeons,Wireless,7.0
2373,"August 3, 2004",Action,Catwoman,Game Boy Advance,6.5
2374,"August 4, 2004","Action, Adventure",Galleon,Xbox,8.2
2375,"August 4, 2004",Action,Sitting Ducks,Game Boy Advance,3.0
2376,"August 4, 2004",Action,Fatal Force,Wireless,9.2
2377,"August 5, 2004",Shooter,Doom 3,PC,8.9
2378,"August 5, 2004",Sports,Madden NFL 2005,Xbox,9.5
2379,"August 5, 2004","Sports, Simulation",Madden NFL 2005,GameCube,9.4
2380,"August 5, 2004",Shooter,Tom Clancy's Rainbow Six 3: Black Arrow,Xbox,9.3
2381,"August 5, 2004",Platformer,Kim Possible 2: Drakken's Demise,Game Boy Advance,8.5
2382,"August 5, 2004",Sports,Madden NFL 2005,PlayStation 2,9.5
2383,"August 5, 2004",Sports,Madden NFL 2005 (Collector's Edition),PlayStation 2,9.5
2384,"August 6, 2004",Shooter,Aleste,Wireless,8.1
2385,"August 6, 2004","Action, RPG",Star Ocean: Till the End of Time,PlayStation 2,9.0
2386,"August 7, 2004",Action,ActRaiser,Wireless,7.3
2387,"August 9, 2004",Action,Army Men: Sarge's War,Xbox,4.5
2388,"August 10, 2004",Action,Thunderbirds,Game Boy Advance,5.0
2389,"August 11, 2004","Card, Battle",Yu-Gi-Oh! Reshef of Destruction,Game Boy Advance,5.5
2390,"August 11, 2004",Sports,CBS Sportsline Track & Field,Wireless,8.0
2391,"August 11, 2004",Sports,Track & Field [Upstart Games],Wireless,5.5
2392,"August 13, 2004",Simulation,The Sims: Bustin' Out,N-Gage,7.0
2393,"August 13, 2004","Action, Adventure",Ghosthunter,PlayStation 2,8.4
2394,"August 16, 2004",Sports,Hot Shots Golf Fore!,PlayStation 2,8.8
2395,"August 16, 2004",Action,Astro Boy: Omega Factor,Game Boy Advance,8.8
2396,"August 17, 2004",Sports,Madden NFL 2005,Game Boy Advance,8.0
2397,"August 18, 2004",Sports,JAMDAT Sports NFL 2005,Wireless,8.7
2398,"August 19, 2004",RPG,Mega Man Battle Network 4: Red Sun,Game Boy Advance,6.5
2399,"August 19, 2004",RPG,Mega Man Battle Network 4: Blue Moon,Game Boy Advance,6.5
2400,"August 19, 2004","Puzzle, Action",Bomberman,N-Gage,6.0
2401,"August 20, 2004",Action,Bubble Bobble,Wireless,2.0
2402,"August 20, 2004",Strategy,Pikmin 2,GameCube,9.3
2403,"August 20, 2004",Sports,MLB Slam 2004,Wireless,7.7
2404,"August 20, 2004",Action,Viewtiful Joe,PlayStation 2,9.1
2405,"August 23, 2004",Simulation,Amazing Island,GameCube,6.7
2406,"August 24, 2004",Virtual Pet,Dog's Life,PlayStation 2,7.0
2407,"August 25, 2004",Action,Predator,Wireless,8.7
2408,"August 26, 2004",Action,Astro Boy [2004],PlayStation 2,4.0
2409,"August 26, 2004","Fighting, Compilation",Street Fighter Anniversary Collection,PlayStation 2,8.5
2410,"August 26, 2004",Strategy,Chessmaster 10th Edition,PC,8.4
2411,"August 26, 2004","Racing, Action",Test Drive: Eve of Destruction,PlayStation 2,6.5
2412,"August 26, 2004","Racing, Action",Test Drive: Eve of Destruction,Xbox,6.5
2413,"August 27, 2004","Card, RPG",Duel Masters: Sempai Legends,Game Boy Advance,8.0
2414,"August 27, 2004",Action,Alpha Black Zero: Intrepid Protocol,PC,6.0
2415,"August 27, 2004",Racing,Street Racing Syndicate,PlayStation 2,7.1
2416,"August 27, 2004",Racing,Street Racing Syndicate,Xbox,7.1
2417,"August 27, 2004","Action, RPG",Fable,Xbox,9.3
2418,"August 27, 2004",Racing,Street Racing Syndicate,GameCube,7.1
2419,"August 27, 2004",Wrestling,WWE Day of Reckoning,GameCube,8.3
2420,"August 30, 2004","Action, Adventure",Spy Fiction,PlayStation 2,7.3
2421,"August 30, 2004",Racing,NASCAR 2005: Chase for the Cup,Xbox,9.2
2422,"August 30, 2004",Racing,NASCAR 2005: Chase for the Cup,PlayStation 2,9.2
2423,"August 30, 2004",Trivia,The Guy Game,Xbox,7.7
2424,"August 30, 2004",Racing,NASCAR 2005: Chase for the Cup,GameCube,9.0
2425,"August 30, 2004",Trivia,The Guy Game,Xbox,7.7
2426,"August 30, 2004",Sports,Baseball Heroes of the MLBPAA,Wireless,7.3
2427,"August 30, 2004",Adventure,Echo Night: Beyond,PlayStation 2,6.0
2428,"August 30, 2004",Sports,Bush vs. Kerry Boxing,Wireless,7.9
2429,"August 31, 2004","Strategy, RPG",Phantom Brave,PlayStation 2,8.6
2430,"September 1, 2004",Sports,ESPN NHL 2K5,PlayStation 2,9.2
2431,"September 1, 2004",Simulation,Gallop Racer 2004,PlayStation 2,7.2
2432,"September 1, 2004",Sports,NFL Football 2005,Wireless,8.5
2433,"September 1, 2004",Action,Dynasty Warriors 4: Empires,PlayStation 2,7.7
2434,"September 1, 2004",Sports,ESPN NHL 2K5,Xbox,9.2
2435,"September 1, 2004",Hunting,Cabela's Deer Hunt: 2005 Season,PlayStation 2,7.3
2436,"September 2, 2004",Racing,Burnout 3: Takedown,PlayStation 2,9.4
2437,"September 2, 2004",Hunting,Pro Fishing Challenge,Xbox,7.2
2438,"September 2, 2004",Racing,Burnout 3: Takedown,Xbox,9.5
2439,"September 3, 2004","Action, Adventure",Carmen Sandiego: The Secret of the Stolen Drums,PlayStation 2,5.6
2440,"September 3, 2004",Platformer,Sly 2: Band of Thieves,PlayStation 2,9.2
2441,"September 3, 2004",RPG,Pokemon LeafGreen Version,Game Boy Advance,9.0
2442,"September 3, 2004","Action, Adventure",Carmen Sandiego: The Secret of the Stolen Drums,Xbox,5.6
2443,"September 3, 2004",RPG,Pokemon FireRed Version,Game Boy Advance,9.0
2444,"September 3, 2004","Action, Adventure",Carmen Sandiego: The Secret of the Stolen Drums,GameCube,5.6
2445,"September 7, 2004",Platformer,Fairly OddParents: Shadow Showdown,GameCube,5.0
2446,"September 7, 2004",Adventure,Silent Hill 4: The Room,Xbox,8.0
2447,"September 7, 2004",Platformer,Fairly OddParents: Shadow Showdown,PlayStation 2,5.0
2448,"September 7, 2004",Racing,Digimon Racing,Game Boy Advance,7.0
2449,"September 7, 2004",Adventure,Silent Hill 4: The Room,PlayStation 2,8.0
2450,"September 7, 2004",Shooter,GunGrave: Overdose,PlayStation 2,7.8
2451,"September 7, 2004",RPG,Anarchy Online: Alien Invasion,PC,7.9
2452,"September 8, 2004",Action,Terminator 3: The Redemption,GameCube,7.1
2453,"September 8, 2004",Action,Terminator 3: The Redemption,Xbox,7.1
2454,"September 8, 2004",Action,Gauntlet [1985],Wireless,8.2
2455,"September 8, 2004",Action,Terminator 3: The Redemption,PlayStation 2,7.1
2456,"September 8, 2004",Shooter,Shaft Sharp Shooter,Wireless,6.0
2457,"September 9, 2004",Hunting,Rapala Pro Fishing,Xbox,6.1
2458,"September 9, 2004","Action, Adventure",Asterix & Obelix: Kick Buttix,PlayStation 2,6.7
2459,"September 9, 2004",Hunting,Rapala Pro Fishing,PlayStation 2,6.1
2460,"September 10, 2004","Fighting, Action",Digimon Rumble Arena 2,PlayStation 2,7.0
2461,"September 10, 2004","Flight, Action",Wings of War,PC,6.6
2462,"September 10, 2004",Simulation,The Sims 2,PC,9.4
2463,"September 10, 2004","Fighting, Action",Guilty Gear X2 #Reload,Xbox,8.9
2464,"September 10, 2004","Flight, Action",Wings of War,Xbox,6.6
2465,"September 10, 2004",Fighting,Mobile Suit Gundam SEED: Battle Assault,Game Boy Advance,5.5
2466,"September 11, 2004",RPG,Neverwinter Nights,Wireless,8.6
2467,"September 11, 2004","Fighting, Action",Digimon Rumble Arena 2,GameCube,7.0
2468,"September 11, 2004","Fighting, Action",Digimon Rumble Arena 2,Xbox,7.0
2469,"September 11, 2004",Action,Alien vs. Predator [2004],Wireless,6.2
2470,"September 13, 2004",Adventure,Dungeon Storm,Wireless,7.0
2471,"September 14, 2004",Action,Call of Duty: United Offensive,PC,8.4
2472,"September 14, 2004",RPG,Mega Man X: Command Mission,PlayStation 2,8.3
2473,"September 14, 2004",RPG,Mega Man X: Command Mission,GameCube,8.4
2474,"September 14, 2004",Shooter,Gradius V,PlayStation 2,7.7
2475,"September 14, 2004","Fighting, Action",Advance Guardian Heroes,Game Boy Advance,6.0
2476,"September 15, 2004","Action, Adventure",Headhunter: Redemption,Xbox,7.0
2477,"September 15, 2004",Racing,MotoGP 2,Wireless,8.3
2478,"September 15, 2004","Action, Adventure",Headhunter: Redemption,PlayStation 2,7.0
2479,"September 15, 2004",Sports,SpongeBob Squarepants Darts,Wireless,7.4
2480,"September 16, 2004",Action,Katamari Damacy,PlayStation 2,9.0
2481,"September 16, 2004","Action, Adventure",Second Sight,PlayStation 2,7.9
2482,"September 16, 2004",Action,Forgotten Realms: Demon Stone,PlayStation 2,7.3
2483,"September 16, 2004",Strategy,"Codename: Panzers, Phase One",PC,8.3
2484,"September 16, 2004","Action, Adventure",Second Sight,GameCube,7.9
2485,"September 16, 2004","Action, Adventure",Second Sight,Xbox,7.9
2486,"September 17, 2004",Shooter,Star Wars Battlefront [2004],PlayStation 2,8.4
2487,"September 17, 2004",Wrestling,Def Jam: Fight for NY,PlayStation 2,8.7
2488,"September 17, 2004",Shooter,Vietcong: Purple Haze,Xbox,5.5
2489,"September 17, 2004",Shooter,Star Wars Battlefront [2004],PC,7.5
2490,"September 17, 2004",Shooter,Star Wars Battlefront [2004],Xbox,8.5
2491,"September 17, 2004",Wrestling,Def Jam: Fight for NY,Xbox,8.7
2492,"September 17, 2004",Wrestling,Def Jam: Fight for NY,GameCube,8.7
2493,"September 20, 2004","Action, RPG",X-Men Legends,Xbox,8.4
2494,"September 20, 2004",Action,Monster Hunter,PlayStation 2,7.2
2495,"September 20, 2004",Strategy,The Political Machine,PC,7.9
2496,"September 20, 2004",Sports,NHL 2005,PlayStation 2,8.3
2497,"September 20, 2004",Sports,NHL 2005,GameCube,8.3
2498,"September 20, 2004",Sports,NHL 2005,PC,8.3
